,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
293,191558,Hope St. Parking/Charging,"400 S Hope St, Los Angeles, CA 90071, United States",,,Parking: Free,,"Dining, Shopping, EV Parking, Restrooms",,0,,1,J-1772
294,19294,UTA Plaza,"9336 Civic Center Dr., Beverly Hills, CA, 90210",5.2,,,,,CS-40 - ClipperCreek updated J1772 compliant equipment.,5,,1,J-1772
295,193422,Midtown Crossing Parking Structure,"4550 W Pico Blvd, Los Angeles, CA 90019, USA",8.8,Open 24/7,,,"Grocery, Shopping, Dining","Chargepoint stations. One fast charger and two level 2 stations.
",27,50 kW,4,"J-1772, CCS/SAE, CHAdeMO"
296,193500,Walgreens,"22930 S Western Ave, Torrance, CA 90501",,,Parking: Free,,"Shopping, EV Parking, Dining, Restrooms",,0,,1,J-1772
297,193648,Abbot Kinney Parking/Charging,"1348 Abbot Kinney Blvd, Venice, CA 90291, USA",5,Open 24/7 - Mind the street sweeping sign,Parking: Free,,"WiFi, Restrooms, EV Parking, Dining, Shopping",Mounted curbside eastbound on a lamppost. The map marker location is precise.,11,7.2 kW,1,J-1772
298,193850,Target,"14920 Raymer Street, Van Nuys, California, 91405, US",10,Open 24/7,Parking: Free,+1 833-632-2778,"Dining, Shopping, EV Parking, Restrooms",,41,7 - 150 kW,6,"J-1772, CCS/SAE, CHAdeMO"
299,194068,Second Street Parking Garage,"202 W 2nd St, Los Angeles, CA 90012, USA",,,Parking: Pay,,"Park, Restrooms, EV Parking, Lodging, Shopping, Dining",Four ChargePoint wall chargers.,2,,4,"Wall, J-1772"
300,194071,Warner view center,"5959 Topanga Canyon Blvd, Woodland Hills, CA 91367",,,Parking: Free,,"Dining, Restrooms, Shopping, EV Parking",Charger on the visitor parking. Replaced to chargepoint stall.,3,,2,J-1772
301,194221,Kaiser Permanente - Emergency,"6041 Cadillac Ave, Los Angeles, CA 90034, United States",,Open 24/7,Parking: Free,+1 800-663-5633,"WiFi, Restrooms, EV Parking","Two SemaConnect Stations. One for Electric Vehicles, and one for Electric Vehicles/ Disabling Park.
",2,,2,J-1772
302,194436,Press Building,"14911 Califa St, Sherman Oaks, CA 91411, USA",,,Parking: Pay,,"EV Parking, Shopping, Dining, Restrooms",,1,7.2 kW,8,J-1772
303,194616,Roscoe Blvd Parking/Charging,"23747 Roscoe Blvd, West Hills, CA 91304, USA",,,Parking: Free,,"Dining, Shopping, Restrooms, EV Parking",Flo charger mounted on light pole on North side of Roscoe,0,,1,J-1772
304,195113,Marengo St Parking/Charging,"2011 Marengo St, Los Angeles, CA 90033, United States",,Open 24/7,Parking: Free,,"EV Parking, Restrooms, Shopping, Dining","• Greenlots curbside charger in designated EV space. Parking is free, no meter.
",2,7 kW,1,J-1772
305,195159,Ventura Blvd Parking/Charging,"20750 Ventura Blvd, Woodland Hills, CA 91364, USA",2.5,Open 24/7 - NO parking 6am-9am weekdays1-hr parking 9am-8pm (except Sunday),Parking: Free,+1 855-900-7584,"EV Parking, Restrooms, Dining, Grocery, Shopping",Station ID: 12239A,7,7 kW,1,J-1772
306,196203,Kittridge St. Parking/Charging,"19051 Kittridge St, Reseda, CA 91335, USA",4.8,"No Parking on Friday between 8 a.m. to 10 a.m., limited parking and may be ICED.",Parking: Free,+1 855-543-8356,"EV Parking, Shopping, Dining, Restrooms","The station is near a speed bump, curbside on eastbound Kittridge.",10,7.2 kW,1,J-1772
307,196207,Victory Blvd. Parking/Charging,"19119 Victory Blvd, Reseda, CA 91335, USA",6.7,No parking on Wednesday from 8 a.m. to 10 a.m.,Parking: Free,,"Restrooms, EV Parking, Shopping, Dining","The charger is located curbside, westbound in front of the large beige apartment structure.",11,7.2 kW,1,J-1772
308,196328,CHE C 3,"201 N Los Angeles St, Los Angeles, CA 90012",,,Parking: Free,+1 323-485-9497,"Restrooms, Shopping, Dining, EV Parking",,1,7 kW,1,J-1772
309,196744,City of Los Angeles / L.A City Hall / L.A Mall,"201 N Los Angeles St, Los Angeles, CA 90012",9,Garage locked at 6pm,Parking: Pay,+1 855-900-7584,"Restrooms, EV Parking, Shopping, Park, Dining","The chargers are located in the southeast corner of the underground parking garage. Parking $18, four-hour limit.",8,7 kW,78,J-1772
310,197151,Sherman Way Parking/Charging,"20725 Sherman Way, Winnetka, CA 91306, United States",,Open 24/7 - No parking 4:00 am to 6:00 am but you can probably charge if you stay with your car.,Parking: Free,,"Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, westbound.",1,7.2 kW,1,J-1772
311,197700,Solo Motel,"4760 S Broadway, Los Angeles CA 90037",,Open 24/7,,+1 888-446-7656,Lodging,"Motel that offers charging, likely for guests only. Better for Tesla that can lower charging rate due to odd installation.",1,,1,J-1772
312,19781,Office Building,"11999 San Vicente Blvd, Los Angeles, CA, 90049",10,8 a.m. - 6 p.m. Mon - Fri,,+1 800-663-5633,,SemaConnect on parking level 2 of the underground parking garage - enter from Saltair Ave.,16,7.2 kW,1,J-1772
313,197850,Whole Foods Market,"20209 Rinaldi St, Porter Ranch, CA 91326, USA",4.5,Open 24/7,Parking: Free,,"Restrooms, Dining, EV Parking, Grocery, Shopping",Two free Volta stations,22,9.6 kW,2,J-1772
314,198099,Asher Caffe & Lounge,"945 S Boyle Ave, Los Angeles, CA 90023",,"Mon-Thurs: 8am-4pm
",Parking: Free,,"EV Parking, Shopping, Restrooms, Dining",Noodoe EV Charging Stations,1,,2,J-1772
315,199530,Vermont Ave Parking/Charging,"5764 S Vermont Ave, Los Angeles, CA, 90037 USA",,Open 24/7,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining","Curbside parking northbound, at the entrance to the KFC parking lot, free street parking.",0,7.2 kW,1,J-1772
316,199697,Shopping Center,"7600 Balboa Blvd, Van Nuys, CA 91406",7.4,Open 24/7,Parking: Free,,"Shopping, Restrooms, EV Parking, Dining","Six charging stations recently installed in the shopping center parking lot Balboa/Saticoy. Network is Kitu Systems: https://chargers.kitu.io/ . Activate charger by scanning QR code on charger, then logging in (or creating an account). This charging site is called ""City Realty Charge Site""",5,,6,J-1772
317,200014,CA Lottery,"9710 Topanga Canyon Blvd, Chatsworth, CA 91311",9.6,Open 24/7,Parking: Free,,"Restrooms, Shopping, Dining, EV Parking","Must activate on phone first, then press start on machine",50,50 kW,4,"CCS/SAE, CHAdeMO, J-1772"
318,200839,Bluff Creek Dr Parking/Charging,"13196 Bluff Creek Dr, Los Angeles, CA 90094, USA",10,,Parking: Free,,"Park, EV Parking",Curbside on Bluff Creek street eastbound. The map marker location is precise.,9,,1,J-1772
319,201630,Lucas Parking Garage,"636 Lucas Ave, Los Angeles, CA 90017, USA",,,,,EV Parking,Free charging on the 2nd basement floor. The cost of parking is a maximum on $8 per day. Closes at 7 pm.,1,,3,J-1772
320,202244,945 W Pico Blvd,"1201 S Figueroa St, Los Angeles, CA 90015, USA",,,,,Restrooms,One on this side coming in from the image of the entrance. $20 for parking use this address for the entrance less hassel. when going to park for charging your EV. 945 W Pico Blvd,3,,1,J-1772
321,202739,3rd St Parking/Charging,"640 E 3rd St, Los Angeles, CA 90013, USA",7.2,Open 24/7,Parking: Free,+1 855-900-7584,"Dining, Restrooms, Grocery, Shopping",,6,7 kW,1,J-1772
322,202740,Los Angeles St. Charging,"874 S LOS ANGELES ST, Los Angeles, California, US, 90014",4,Open 24/7,,+1 855-900-7584,"Lodging, Grocery, Shopping, Restrooms, Dining",Greenlots,6,7 kW,1,J-1772
323,202741,W 8th St. Charging,"2061 W 8TH ST, Los Angeles, California, US, 90057-4101",,Open 24/7,,+1 855-900-7584,"Grocery, Shopping, Restrooms, Dining, Lodging",Greenlots,2,7 kW,1,J-1772
324,202742,248 E 9th St,"248 E 9TH ST, Los Angeles, California, US, 90015",1,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Lodging, Dining",Greenlots,7,7 kW,1,J-1772
325,202744,Shrine Auditorium Parking Structure,"3208 Royal St, Los Angeles, CA 90007, USA",,Open 24/7,Parking: Pay,,"Restrooms, Shopping, Dining, Grocery, EV Parking","There are 40 car chargers, all Level 2, 32 amps.",2,,40,J-1772
326,202961,City National Bank building lot,"6100 Wilshire Blvd, Los Angeles, CA 90048, United States",,Lot closes at night and accessible only to Those with building badges,,,,City national bank building parking lot. 6100 Wilshire blvd but parking lot is accessed from Fairfax ave just south of wilshire,1,,1,J-1772
327,203502,James M Wood Blvd Parking/Charging,"1530 James M Wood Blvd, Los Angeles, CA 90015",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,,1,7 kW,1,J-1772
328,203503,Mariposa Ave Parking/Charging,"1709 N Mariposa Ave Los Angeles, CA 90027",2.8,Open 24/7,Parking: Pay,+1 855-900-7584,"Lodging, Restrooms, Shopping, EV Parking, Dining",12244A,7,7 kW,1,J-1772
329,203504,Figueroa St Parking/Charging,"2829 N Figueroa St, Los Angeles, CA 90065, USA",4.1,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Dining, Restrooms, EV Parking",Station ID 12248A,5,7 kW,1,J-1772
330,203505,Los Angeles St Parking/Charging,"367 S Los Angeles St, Los Angeles, CA 90013, USA",2,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Dining, Restrooms, EV Parking",,5,7 kW,1,J-1772
331,203506,Eagle Rock Blvd Parking/Charging,"3622 Eagle Rock Blvd, Los Angeles, CA 90065, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Park, EV Parking, Shopping, Dining, Restrooms",,1,7 kW,1,J-1772
332,203507,Alexandria Ave Parking/Charging,"1689 N Alexandria Ave Los Angeles, CA 90027",2.1,Open 24/7,Parking: Pay,+1 855-900-7584,"Park, Dining, Shopping, EV Parking, Restrooms",,5,7 kW,1,J-1772
333,203508,Western Ave Parking/Charging,"1148 S Western Ave, Los Angeles, CA 90006, USA",8.9,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, EV Parking, Shopping, Dining",,20,7 kW,1,J-1772
334,203509,1710 N Kenmore Ave,"1710 N Kenmore Ave, Los Angeles, CA 90027, USA",2.2,Open 24/7,Parking: Pay,+1 855-900-7584,"Dining, Restrooms, Shopping, EV Parking",,8,7 kW,1,J-1772
335,203745,Cobalt Apartments,10601 Washington Blvd,,,,,"WiFi, EV Parking, Dining",,1,,1,J-1772
336,204112,106th St Parking/Charging,"1811 W 106th St Los Angeles, CA 90047",,Open 24/7,Parking: Free,+1 855-900-7584,"Lodging, Shopping, EV Parking, Dining, Restrooms",,1,7 kW,1,J-1772
337,20425,US Bank Tower,"633 W. 5th Street, Los Angeles, CA 90071",,,Parking: Pay,+1 866-816-7584,"Shopping, Dining, EV Parking, Lodging, Restrooms",Four ChargePoint chargers located on parking level 5 behind the elevator.,4,6 kW,10,J-1772
338,204540,San Pedro St Parking/Charging,"10436 San Pedro St, Los Angeles, CA 90003, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Dining, EV Parking, Restrooms",,1,7 kW,1,J-1772
339,204541,W 6th St Parking/Charging,"637 W 6th St, San Pedro, CA 90731, USA",7.4,Open 24/7,Parking: Free,,"Shopping, Dining, EV Parking, Restrooms",Station ID: 12277A,4,7 kW,1,J-1772
340,204542,W 108th St Parking/Charging,"237 W 108th St, Los Angeles, CA 90061, USA",,Open 24/7,Parking: Free,+1 855-900-7584,"Lodging, Dining, Shopping, EV Parking, Restrooms",Station ID: 12281A,1,7 kW,1,J-1772
341,204543,W 6th St Parking/Charging,"582 W 6th St, San Pedro, CA 90731, USA",,,Parking: Free,+1 213-847-1455,"Dining, EV Parking, Restrooms, Shopping",,2,7 kW,1,J-1772
342,204572,Sherman Way Parking/Charging,"12728 Sherman Way, North Hollywood, CA 91605, USA",9,Open 24/7,Parking: Free,,"Grocery, WiFi, Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, westbound.",6,7.2 kW,1,J-1772
343,204688,Louise Ave Parking/Charging,"7616 Louise Ave, Van Nuys, CA 91406, USA",5.2,,Parking: Free,+1 877-505-2674,"Dining, EV Parking, Restrooms, Shopping","The charger is located curbside, northbound.",4,7.2 kW,1,J-1772
344,204690,Crocker St Parking/Charging,"942 Crocker St, Los Angeles, CA 90021",,,Parking: Free,+1 877-505-2674,"Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, northbound.",0,7.2 kW,1,J-1772
345,204691,Robertson Boulevard Parking/Charging,"1862 S Robertson Blvd, Los Angeles, CA, 90035 USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Restrooms, Shopping, Dining","The charger is located curbside, southbound.",2,7.2 kW,1,J-1772
346,204694,Sherman Way Parking/Charging,"13561 Sherman Way, Valley Glen, CA 91405, USA",1.4,,Parking: Free,+1 877-505-2674,"Lodging, EV Parking, Dining, Restrooms, Shopping","The charger is located curbside, westbound.",4,7.2 kW,1,J-1772
347,204697,Major St Parking/Charging,"11816 W Major St, Los Angeles, CA, 90230 USA",,,Parking: Free,+1 877-505-2674,"Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, northeastbound.",0,7.2 kW,1,J-1772
348,204698,S Hobart Blvd Parking/Charging,"587 S Hobart Blvd, Los Angeles, CA, 90020",2.9,Open 24/7,Parking: Free,+1 877-505-2674,"WiFi, Dining, Shopping, EV Parking, Restrooms","The charger is located curbside, southbound.",15,7.2 kW,1,J-1772
349,204699,Oxnard St Parking/Charging,"12518 Oxnard St, North Hollywood, CA 91606, USA",,Open 24/7,Parking: Free,+1 877-505-2674,"Grocery, Shopping, Dining, Restrooms, EV Parking","The charger is located curbside, eastbound. 
",0,7.2 kW,1,J-1772
350,204700,Olympic Blvd Parking/Charging,"12159 W Olympic Blvd, Los Angeles, CA 90064, USA",,,Parking: Free,+1 877-505-2674,"Shopping, EV Parking, Restrooms, Dining","The charger is located curbside, westbound.",0,7.2 kW,1,J-1772
351,204701,Western Ave Parking/Charging,"3840 S Western Ave, Los Angeles, CA 90062, USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Shopping, Restrooms","The charger is located curbside, northbound.",1,7.2 kW,1,J-1772
352,204702,Valley Blvd Parking/Charging,"4121 Valley Blvd, Los Angeles, CA 90032, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, Dining, EV Parking","The charger is located curbside, westbound.",2,7.2 kW,1,J-1772
353,204703,New Hampshire Ave Parking/Charging,"311 S New Hampshire Ave, Los Angeles, CA 90020, USA",1,,Parking: Free,+1 877-505-2674,"Dining, Shopping, EV Parking, Restrooms","The charger is located curbside, southbound.",8,7.2 kW,1,J-1772
354,204704,Western Ave Parking/Charging,"8923 S Western Ave, Los Angeles, CA 90047, USA",,,Parking: Free,+1 877-505-2674,"Park, Shopping, Restrooms, EV Parking, Dining","The charger is located curbside, southbound.",1,7.2 kW,1,J-1772
355,204707,Century Blvd Parking/Charging,"1724 W Century Blvd, Los Angeles, CA 90047, USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Shopping, Restrooms","The charger is located curbside, eastbound.",0,7.2 kW,1,J-1772
356,204708,Santa Monica Blvd Parking/Charging,"12237 Santa Monica Blvd, Los Angeles, CA 90025, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Dining, Shopping, EV Parking","The charger is located curbside, westbound.",2,7.2 kW,1,J-1772
357,204710,Alameda St Parking/Charging,"182 S Alameda St, Los Angeles, CA 90012, USA",5.6,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining","The charger is located curbside, northbound.",6,7.2 kW,1,J-1772
358,204711,Western Ave Parking/Charging,"25820 S Western Ave, Harbor City, CA 90710, USA",,,Parking: Free,+1 877-505-2674,"Dining, Shopping, Restrooms, EV Parking","The charger is located curbside, westbound.",1,7.2 kW,1,J-1772
359,204712,Roxford St Parking/Charging,"15596 Roxford St, Sylmar, CA 91342, USA",,,Parking: Free,+1 877-505-2674,"Shopping, Dining, Restrooms, EV Parking","The charger is located curbside, northeast-bound.",0,7.2 kW,1,J-1772
360,204713,Platt Ave Parking/Charging,"6710 N Platt Ave, West Hills, CA 91307, USA",,,Parking: Free,+1 877-505-2674,"Dining, EV Parking, Restrooms, Shopping","The charger is located curbside, northbound.",0,7.2 kW,1,J-1772
361,204714,De Soto Ave Parking/Charging,"9866 De Soto Ave, Chatsworth, CA 91311, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, EV Parking, Shopping, Dining","The charger is located curbside, northbound.",2,7.2 kW,1,J-1772
362,204715,North Spring St Parking/Charging,"729 N Spring St, Los Angeles, CA 90012, USA",3.2,Open 24/7,Parking: Free,+1 877-505-2674,"EV Parking, Dining, Shopping, Restrooms","The charger is located curbside, southbound. unmarked spot for ev charging. Requires flo.com app and is time is limited based on the parking meter.",5,6.24 kW,1,J-1772
363,204716,Wilton Pl Parking/Charging,"8624 S Wilton Pl, Los Angeles, CA, 90047",,,Parking: Free,+1 877-505-2674,"Shopping, Restrooms, Dining, EV Parking","The charger is located curbside, northbound.",0,7.2 kW,1,J-1772
364,204717,Main St Parking/Charging,"11118 S Main St, Los Angeles, CA 90061, USA",,,Parking: Free,+1 877-505-2674,"Dining, EV Parking, Restrooms, Shopping",,1,7.2 kW,1,J-1772
365,204718,Shoup Ave Parking/Charging,"7150 Carlson Cir, Canoga Park, CA 91303, USA",,,Parking: Free,+1 877-505-2674,"Dining, Restrooms, Shopping, EV Parking","The charger is located curbside, northbound.",2,7.2 kW,1,J-1772
366,204719,Genesta Ave Parking/Charging,"4977 Genesta Ave, Encino, CA 91316, USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Dining, EV Parking, Shopping","The charger is located curbside, southbound.",2,7.2 kW,1,J-1772
367,204720,South La Brea Ave Parking/Charging,"1109 South La Brea Ave, Los Angeles, CA 90019, USA",,,Parking: Free,+1 877-505-2674,"Dining, Restrooms, Shopping, EV Parking","The charger is located curbside, southbound.",2,7.2 kW,1,J-1772
368,204721,Lincoln Blvd Parking/Charging,"8334 Lincoln Blvd, Los Angeles, CA 90045, USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Restrooms, Dining, Shopping","The charger is located curbside on a lamppost, northbound. The map marker placement is precise.",0,7.2 kW,1,J-1772
369,204722,Moorpark St Parking/Charging,"12412 Moorpark St, North Hollywood, CA 91604, USA",,,Parking: Free,+1 877-505-2674,"EV Parking, Shopping, Restrooms, Dining","The charger is located curbside, eastbound.",1,7.2 kW,1,J-1772
